metric_type;metric_id;metric_name;metric_unit;metric_description;metric_id_parent;flag_name;flag_name_proper;flag_direction;flag_type;flag_e_s_g_plus;flag_tier;frameworks;active
flag;cb8819cb-8fc4-4c2b-bf1c-ac4b096f8014;STRONG_ENGAGEMENT_IN_GENDER_EQUALITY_INITIATIVES_POSITIVE_CONDUCT_S_TIER_3;;;bdd2d419-e465-4dd6-8323-5d231e367231;STRONG ENGAGEMENT IN GENDER EQUALITY INITIATIVES;Strong Engagement in Gender Equality Initiatives;POSITIVE;CONDUCT;S;TIER_3;flags;1
flag;7e9ac4aa-b680-4abf-bd36-0b889f7a34e3;COMMITMENT_FOR_GENDER_EQUALITY_OR_INCLUSION_IN_SUPPLY_CHAINS_POSITIVE_CONDUCT_S_TIER_3;;;bdd2d419-e465-4dd6-8323-5d231e367231;COMMITMENT FOR GENDER EQUALITY OR INCLUSION IN SUPPLY CHAINS;Commitment for Gender Equality or Inclusion in Supply Chains;POSITIVE;CONDUCT;S;TIER_3;flags;1
flag;405380f6-ef9a-49e7-9bb7-306e65ab4860;STRONG_MANAGEMENT_OF_CUSTOMARY_&_INDIGENOUS_RIGHTS_POSITIVE_CONDUCT_S_TIER_2;;;45b75e1f-1f88-4454-bc62-6e1a6dbabb95;STRONG MANAGEMENT OF CUSTOMARY & INDIGENOUS RIGHTS;Strong Management of Customary & Indigenous Rights;POSITIVE;CONDUCT;S;TIER_2;flags;1
flag;308c3f95-df98-4772-b404-f6158794869a;COMMITMENT_TO_RESPECT_LAND_TENURE_RIGHTS_POSITIVE_CONDUCT_S_TIER_3;;;405380f6-ef9a-49e7-9bb7-306e65ab4860;COMMITMENT TO RESPECT LAND TENURE RIGHTS;Commitment to Respect Land Tenure Rights;POSITIVE;CONDUCT;S;TIER_3;flags;1
flag;27bd9fd2-8022-4c31-8346-3da40e8b4d1d;STRONG_ONLINE_PROTECTION_AND_CONTENT_CONTROL_POSITIVE_CONDUCT_S_TIER_3;;;7a5f6137-bac1-4358-91e0-d673cda92bba;STRONG ONLINE PROTECTION AND CONTENT CONTROL;Strong Online Protection and Content Control;POSITIVE;CONDUCT;S;TIER_3;flags;1
flag;d66de311-5284-4a3b-ac2d-f80717d83d16;ONE_OR_MORE_ELEMENTS_OF_STRONG_SOCIAL_IMPACT_MANAGEMENT_POSITIVE_CONDUCT_S_TIER_2;;;45b75e1f-1f88-4454-bc62-6e1a6dbabb95;ONE OR MORE ELEMENTS OF STRONG SOCIAL IMPACT MANAGEMENT;One or More Elements Of Strong Social Impact Management;POSITIVE;CONDUCT;S;TIER_2;flags;1
flag;7980c25a-0e46-4040-ac34-8837ec848fae;JUST_TRANSITION_PLANNING_IN_OWN_OPERATIONS_POSITIVE_CONDUCT_S_TIER_3;;;d66de311-5284-4a3b-ac2d-f80717d83d16;JUST TRANSITION PLANNING IN OWN OPERATIONS;Just Transition Planning in Own Operations;POSITIVE;CONDUCT;S;TIER_3;flags;1
flag;5e78d879-389e-4440-ab87-1528217abdd9;JUST_TRANSITION_PLANNING_IN_SUPPLY_CHAINS_POSITIVE_CONDUCT_S_TIER_3;;;d66de311-5284-4a3b-ac2d-f80717d83d16;JUST TRANSITION PLANNING IN SUPPLY CHAINS;Just Transition Planning in Supply Chains;POSITIVE;CONDUCT;S;TIER_3;flags;1
flag;ead07ee6-2378-4495-95d1-6df1716c8741;ADDRESSING_SOCIAL_PROTECTION_GAP_IN_OWN_OPERATIONS_POSITIVE_CONDUCT_S_TIER_3;;;d66de311-5284-4a3b-ac2d-f80717d83d16;ADDRESSING SOCIAL PROTECTION GAP IN OWN OPERATIONS;Addressing Social Protection Gap in Own Operations;POSITIVE;CONDUCT;S;TIER_3;flags;1
flag;011a2d04-559e-4d08-955b-8bc9aaa3ba53;EDUCATIONAL_SERVICES,_SOFTWARE_AND_MEDIA_POSITIVE_PRODUCT_S_TIER_3;;;4211ff06-e52f-4bc6-a31e-c3d5fbcdaab0;EDUCATIONAL SERVICES, SOFTWARE AND MEDIA;Educational Services, Software and Media;POSITIVE;PRODUCT;S;TIER_3;flags;1
flag;384beb5b-419c-4923-bca5-50cb571cb7b3;COMMUNICABLE_DISEASES_THERAPEUTICS_(HIV/AIDS)_POSITIVE_PRODUCT_S_TIER_4;;;5b629bec-f45c-4345-831c-ab960256e87f;COMMUNICABLE DISEASES THERAPEUTICS (HIV/AIDS);Communicable Diseases Therapeutics (HIV/AIDS);POSITIVE;PRODUCT;S;TIER_4;flags;1
flag;8f165bb3-adc8-4cac-8f64-376c79df3113;NON-COMMUNICABLE_DISEASES_(ENDOCRINOLOGY_OTHERS)_POSITIVE_PRODUCT_S_TIER_4;;;5b629bec-f45c-4345-831c-ab960256e87f;NON-COMMUNICABLE DISEASES (ENDOCRINOLOGY OTHERS);Non-Communicable Diseases (Endocrinology Others);POSITIVE;PRODUCT;S;TIER_4;flags;1
flag;c60dc683-e072-4c9c-80a2-6ef2eb5fb149;RARE_DISEASES_THERAPEUTICS_POSITIVE_PRODUCT_S_TIER_4;;;5b629bec-f45c-4345-831c-ab960256e87f;RARE DISEASES THERAPEUTICS;Rare Diseases Therapeutics;POSITIVE;PRODUCT;S;TIER_4;flags;1
flag;e399ad2d-9c2d-42f4-94ee-7b68f1876f71;MEDICAL_DEVICES_(MONITORING,_DIAGNOSTICS_AND_INTERVENTION)_POSITIVE_PRODUCT_S_TIER_3;;;fdde3b8f-abf0-4d2e-a756-1c90b2a57b80;MEDICAL DEVICES (MONITORING, DIAGNOSTICS AND INTERVENTION);Medical Devices (Monitoring, Diagnostics and Intervention);POSITIVE;PRODUCT;S;TIER_3;flags;1
flag;0b9407e6-df7c-4718-be94-e49a38df62ab;MEDICAL_DEVICES_(REPRODUCTIVITY)_POSITIVE_PRODUCT_S_TIER_3;;;fdde3b8f-abf0-4d2e-a756-1c90b2a57b80;MEDICAL DEVICES (REPRODUCTIVITY);Medical Devices (Reproductivity);POSITIVE;PRODUCT;S;TIER_3;flags;1
flag;b49323e3-eac5-4d94-8923-3f7e72e4f9d8;100%_RSPO_CERTIFIED_PALM_OIL_POSITIVE_CONDUCT_PLUS_TIER_4;;;43e98cf5-da30-4959-bedb-24812e284afb;100% RSPO CERTIFIED PALM OIL;100% RSPO Certified Palm Oil;POSITIVE;CONDUCT;PLUS;TIER_4;flags;1
flag;afb64cc8-0990-42f8-b5e3-b05fb6e91268;ACCESS_&_AFFORDABILITY_LAGGARDS_IN_ONE_OR_MORE_AREAS_NEGATIVE_CONDUCT_S_TIER_2;;;8b6f4a7d-49b0-4290-8111-bc7762301f6e;ACCESS & AFFORDABILITY LAGGARDS IN ONE OR MORE AREAS;Access & Affordability Laggards In One or More Areas;NEGATIVE;CONDUCT;S;TIER_2;flags;1
flag;7a8ccd9f-1321-403d-9869-b31486188f2a;ACCESS_&_AFFORDABILITY_PIONEERS_IN_ONE_OR_MORE_AREAS_POSITIVE_CONDUCT_S_TIER_2;;;45b75e1f-1f88-4454-bc62-6e1a6dbabb95;ACCESS & AFFORDABILITY PIONEERS IN ONE OR MORE AREAS;Access & Affordability Pioneers In One or More Areas;POSITIVE;CONDUCT;S;TIER_2;flags;1
flag;80b6b9ef-72e7-4cbc-959e-0e8b38bbd759;ACCESS_TO_MEDICINE_LAGGARDS_NEGATIVE_CONDUCT_S_TIER_3;;;afb64cc8-0990-42f8-b5e3-b05fb6e91268;ACCESS TO MEDICINE LAGGARDS;Access to Medicine Laggards;NEGATIVE;CONDUCT;S;TIER_3;flags;1
flag;d5f9e588-3df9-4011-84b7-b98d19fbc5e1;ACCESS_TO_MEDICINE_PIONEERS_POSITIVE_CONDUCT_S_TIER_3;;;7a8ccd9f-1321-403d-9869-b31486188f2a;ACCESS TO MEDICINE PIONEERS;Access to Medicine Pioneers;POSITIVE;CONDUCT;S;TIER_3;flags;1
flag;fe760aad-6bef-4be2-a57b-de61b276a1a1;ACCESS_TO_NUTRITION_LAGGARDS_NEGATIVE_CONDUCT_S_TIER_3;;;afb64cc8-0990-42f8-b5e3-b05fb6e91268;ACCESS TO NUTRITION LAGGARDS;Access to Nutrition Laggards;NEGATIVE;CONDUCT;S;TIER_3;flags;1
flag;03da3691-4402-47f6-9655-68af197f48f6;ACCESS_TO_SEEDS_LAGGARDS_NEGATIVE_CONDUCT_S_TIER_3;;;afb64cc8-0990-42f8-b5e3-b05fb6e91268;ACCESS TO SEEDS LAGGARDS;Access to Seeds Laggards;NEGATIVE;CONDUCT;S;TIER_3;flags;1
flag;bfb6c7e5-e109-4272-8cff-7322591f4d2a;ACCESS_TO_SEEDS_PIONEERS_POSITIVE_CONDUCT_S_TIER_3;;;7a8ccd9f-1321-403d-9869-b31486188f2a;ACCESS TO SEEDS PIONEERS;Access to Seeds Pioneers;POSITIVE;CONDUCT;S;TIER_3;flags;1
flag;6fecdaed-3c38-43a3-9870-28fa82db9c3f;ACTIVITIES_FOR_ACCESS_&_AFFORDABILITY_NEGATIVE_PRODUCT_S_TIER_2;;;8b6f4a7d-49b0-4290-8111-bc7762301f6e;ACTIVITIES FOR ACCESS & AFFORDABILITY;Activities for Access & Affordability;NEGATIVE;PRODUCT;S;TIER_2;flags;0
flag;4211ff06-e52f-4bc6-a31e-c3d5fbcdaab0;ACTIVITIES_FOR_ACCESS_&_AFFORDABILITY_POSITIVE_PRODUCT_S_TIER_2;;;45b75e1f-1f88-4454-bc62-6e1a6dbabb95;ACTIVITIES FOR ACCESS & AFFORDABILITY;Activities for Access & Affordability;POSITIVE;PRODUCT;S;TIER_2;flags;1
flag;397477ee-59f7-4dba-a3a4-b11b946bdb3b;ADULT_ENTERTAINMENT_NEGATIVE_PRODUCT_PLUS_TIER_3;;;c13a7dbc-513e-4eb8-9096-aa3be73b31ad;ADULT ENTERTAINMENT;Adult Entertainment;NEGATIVE;PRODUCT;PLUS;TIER_3;flags;1
flag;d68ac0fb-9e5a-466f-8662-588119ad0e4c;ADULT_ENTERTAINMENT_ONLINE_NEGATIVE_PRODUCT_PLUS_TIER_4;;;397477ee-59f7-4dba-a3a4-b11b946bdb3b;ADULT ENTERTAINMENT ONLINE;Adult Entertainment Online;NEGATIVE;PRODUCT;PLUS;TIER_4;flags;1
flag;29e704c4-803c-49bb-934e-61ed2e0b3e58;ADULT_ENTERTAINMENT_PHYSICAL_NEGATIVE_PRODUCT_PLUS_TIER_4;;;397477ee-59f7-4dba-a3a4-b11b946bdb3b;ADULT ENTERTAINMENT PHYSICAL;Adult Entertainment Physical;NEGATIVE;PRODUCT;PLUS;TIER_4;flags;1
flag;36e744da-9bf3-434a-885a-e1ce3afa8b01;ALCOHOL_BOTTLING_AND_DISTRIBUTION_NEGATIVE_PRODUCT_PLUS_TIER_4;;;92946662-6568-4a26-a2f8-9c26acd6fa87;ALCOHOL BOTTLING AND DISTRIBUTION;Alcohol Bottling and Distribution;NEGATIVE;PRODUCT;PLUS;TIER_4;flags;1
flag;92946662-6568-4a26-a2f8-9c26acd6fa87;ALCOHOL_NEGATIVE_PRODUCT_PLUS_TIER_3;;;c13a7dbc-513e-4eb8-9096-aa3be73b31ad;ALCOHOL;Alcohol;NEGATIVE;PRODUCT;PLUS;TIER_3;flags;1
flag;e7df1c6f-d7e2-41d2-9f78-fa7514499e93;ANIMAL_FARMING_NEGATIVE_PRODUCT_PLUS_TIER_3;;;c13a7dbc-513e-4eb8-9096-aa3be73b31ad;ANIMAL FARMING;Animal Farming;NEGATIVE;PRODUCT;PLUS;TIER_3;flags;0
flag;8a48f8ae-df60-4f7c-a92e-5e793b615cee;ANIMAL_FARMING_CONTESTED_PRODUCT_PLUS_TIER_3;;;1ea051d7-fa16-4c3c-a71e-fea83ecb11d8;ANIMAL FARMING;Animal Farming;CONTESTED;PRODUCT;PLUS;TIER_3;flags;1
flag;11a1f8a7-e1fe-4966-b496-492696721077;BASIC_SERVICES_UTILITIES_POSITIVE_PRODUCT_S_TIER_3;;;4211ff06-e52f-4bc6-a31e-c3d5fbcdaab0;BASIC SERVICES UTILITIES;Basic Services Utilities;POSITIVE;PRODUCT;S;TIER_3;flags;0
flag;ca8c1494-7d8e-4afb-b790-3a0a9046aae9;BEEF_RANCHING_AND_FARMING_CONTESTED_PRODUCT_PLUS_TIER_4;;;8a48f8ae-df60-4f7c-a92e-5e793b615cee;BEEF RANCHING AND FARMING;Beef Ranching and Farming;CONTESTED;PRODUCT;PLUS;TIER_4;flags;1
flag;5a8f7714-cee8-4b03-bd91-7464f751d9a0;BEEF_RANCHING_AND_FARMING_NEGATIVE_PRODUCT_PLUS_TIER_4;;;e7df1c6f-d7e2-41d2-9f78-fa7514499e93;BEEF RANCHING AND FARMING;Beef Ranching and Farming;NEGATIVE;PRODUCT;PLUS;TIER_4;flags;0
flag;1d466221-92d0-4379-bf1b-53bb452106d3;BIODIESEL_CONTESTED_PRODUCT_E_TIER_3;;;d09d41e3-4411-4da6-8f98-e5ffcc9281a7;BIODIESEL;Biodiesel;CONTESTED;PRODUCT;E;TIER_3;flags;1
flag;ad4d4754-a615-44e8-82df-20f981e7d619;BIODIVERSITY_IMPACTING_ACTIVITIES_NEGATIVE_PRODUCT_E_TIER_2;;;d41c2f7c-c1f0-4c9d-b1a4-590bbf588997;BIODIVERSITY IMPACTING ACTIVITIES;Biodiversity Impacting Activities;NEGATIVE;PRODUCT;E;TIER_2;flags;0
flag;d09d41e3-4411-4da6-8f98-e5ffcc9281a7;BIOFUELS_CONTESTED_PRODUCT_E_TIER_2;;;6a5add72-dfaf-48be-bcac-6237eae4de26;BIOFUELS;Biofuels;CONTESTED;PRODUCT;E;TIER_2;flags;1
flag;9f86b245-1031-41a6-b060-0c0977d09ab1;BLOCKCHAIN_ACTIVITIES_POSITIVE_PRODUCT_S_TIER_3;;;4211ff06-e52f-4bc6-a31e-c3d5fbcdaab0;BLOCKCHAIN ACTIVITIES;Blockchain Activities;POSITIVE;PRODUCT;S;TIER_3;flags;0
flag;640ce22f-788f-48ad-b69a-3c102619368d;BLOCKCHAIN_ACTIVITIES_CONTESTED_PRODUCT_S_TIER_3;;;b0c3da4e-94b8-46b4-ad00-436cd357a9ee;BLOCKCHAIN ACTIVITIES;Blockchain Activities;CONTESTED;PRODUCT;S;TIER_3;flags;1
flag;5ebd8ffd-4fd2-4c70-9d23-c9c1d228abb9;BLOCKING_CLIMATE_POLICY_NEGATIVE_CONDUCT_E_TIER_2;;;ab8b8843-2be5-4bc7-bf0b-0c00d1766e7b;BLOCKING CLIMATE POLICY;Blocking Climate Policy;NEGATIVE;CONDUCT;E;TIER_2;flags;1
flag;2c5f5267-ac19-4224-9d7d-c6ff9eb3a5be;BOARD_RESPONSIBILITY_FOR_OVERALL_SUSTAINABILITY_POSITIVE_CONDUCT_G_TIER_3;;;bce70dc4-56b7-493b-993c-1d516f2a2445;BOARD RESPONSIBILITY FOR OVERALL SUSTAINABILITY;Board Responsibility for Overall Sustainability;POSITIVE;CONDUCT;G;TIER_3;flags;1
flag;bce70dc4-56b7-493b-993c-1d516f2a2445;INSTANCES_OF_BOARD_RESPONSIBILITY_FOR_SUSTAINABILITY_POSITIVE_CONDUCT_G_TIER_2;;;952374c3-f7fe-4646-9af7-66097f7632cd;INSTANCES OF BOARD RESPONSIBILITY FOR SUSTAINABILITY;Instances Of Board Responsibility For Sustainability;POSITIVE;CONDUCT;G;TIER_2;flags;1
flag;13e7d7c6-e979-48f7-b0c9-5e02d88debc5;BRIBERY_&_CORRUPTION_NEGATIVE_CONDUCT_G_TIER_2;;;0fdad021-dd98-4d93-b4bf-0f17bce8f58e;BRIBERY & CORRUPTION;Bribery & Corruption;NEGATIVE;CONDUCT;G;TIER_2;flags;1
flag;53f40608-bfbf-47b7-aa56-baf7e7744836;CANNABIS_CONTESTED_PRODUCT_PLUS_TIER_3;;;a1ef0c9c-0d00-40b3-acfd-ff0f9518f7aa;CANNABIS;Cannabis;CONTESTED;PRODUCT;PLUS;TIER_3;flags;1
flag;259e6e63-2d51-4e6b-a17d-d5d979a35930;CARDIOVASCULAR_THERAPEUTICS_POSITIVE_PRODUCT_S_TIER_4;;;5b629bec-f45c-4345-831c-ab960256e87f;CARDIOVASCULAR THERAPEUTICS;Cardiovascular Therapeutics;POSITIVE;PRODUCT;S;TIER_4;flags;1
flag;0b718228-39bf-4957-bd05-ec554c3e5a7e;CEMENT_CARBON_LAGGARDS_NEGATIVE_CONDUCT_PLUS_TIER_3;;;fe0d2c48-2f45-436d-869b-380e4c4c1286;CEMENT CARBON LAGGARDS;Cement Carbon Laggards;NEGATIVE;CONDUCT;PLUS;TIER_3;flags;0
flag;7a66f110-2181-4259-b5fb-469d92bf5645;CHEMICALS_FOR_AGRICULTURE_NEGATIVE_PRODUCT_E_TIER_3;;;b543cb8c-6ea5-4ce4-ad4b-091bb98532be;CHEMICALS FOR AGRICULTURE;Chemicals for Agriculture;NEGATIVE;PRODUCT;E;TIER_3;flags;0
flag;05b633d7-27f6-4f2a-94e4-81d4801880a6;CLEAN_TRANSPORT_ACTIVITIES_POSITIVE_PRODUCT_E_TIER_2;;;8477048d-a80e-4431-9436-4da22b6b3f87;CLEAN TRANSPORT ACTIVITIES;Clean Transport Activities;POSITIVE;PRODUCT;E;TIER_2;flags;1
flag;0d4e8c68-61a1-4944-9143-e61bc44536aa;CLIMATE_TARGETS_LAGGARDS_NEGATIVE_CONDUCT_E_TIER_2;;;ab8b8843-2be5-4bc7-bf0b-0c00d1766e7b;CLIMATE TARGETS LAGGARDS;Climate Targets Laggards;NEGATIVE;CONDUCT;E;TIER_2;flags;1
flag;6a5add72-dfaf-48be-bcac-6237eae4de26;CLIMATE_TRANSITION_CONTESTED_NONE_E_TIER_1;;;dcc24f17-c863-4fee-ae3c-89555eea7a3a;CLIMATE TRANSITION;Climate Transition;CONTESTED;;E;TIER_1;flags;1
flag;ab8b8843-2be5-4bc7-bf0b-0c00d1766e7b;CLIMATE_TRANSITION_NEGATIVE_NONE_E_TIER_1;;;c2d8b591-78bd-4ef6-86a7-cefa2ff63923;CLIMATE TRANSITION;Climate Transition;NEGATIVE;;E;TIER_1;flags;1
flag;8477048d-a80e-4431-9436-4da22b6b3f87;CLIMATE_TRANSITION_POSITIVE_NONE_E_TIER_1;;;c5e8cfb8-487e-491f-8402-5f1afe5e1e40;CLIMATE TRANSITION;Climate Transition;POSITIVE;;E;TIER_1;flags;1
flag;edf12ce8-2766-43e5-8fa5-2cf4f19a594d;COAL_ACTIVITIES_NEGATIVE_PRODUCT_E_TIER_3;;;cfffa39a-cccb-419f-93f7-c01700d1c459;COAL ACTIVITIES;Coal Activities;NEGATIVE;PRODUCT;E;TIER_3;flags;1
flag;cb26d1fb-8ad7-4bf7-8402-864b03fbabcb;COAL_MINING_NEGATIVE_PRODUCT_E_TIER_4;;;edf12ce8-2766-43e5-8fa5-2cf4f19a594d;COAL MINING;Coal Mining;NEGATIVE;PRODUCT;E;TIER_4;flags;1
flag;e266d0cd-4dd6-47c0-ab49-3fd5fb33d011;COAL_POWER_EXPANSION_NEGATIVE_PRODUCT_E_TIER_4;;;edf12ce8-2766-43e5-8fa5-2cf4f19a594d;COAL POWER EXPANSION;Coal Power Expansion;NEGATIVE;PRODUCT;E;TIER_4;flags;1
flag;a810085b-5d0d-4a93-a7dd-52a6bf8903a6;COAL_SERVICES_NEGATIVE_PRODUCT_E_TIER_4;;;edf12ce8-2766-43e5-8fa5-2cf4f19a594d;COAL SERVICES;Coal Services;NEGATIVE;PRODUCT;E;TIER_4;flags;1
flag;c371ea77-c5b4-4606-81db-d6434f4d8c07;COBALT_MINING_NEGATIVE_PRODUCT_E_TIER_4;;;18f77330-611a-47d4-b80c-1b674728500a;COBALT MINING;Cobalt Mining;NEGATIVE;PRODUCT;E;TIER_4;flags;0
flag;1c33a528-0c17-4230-8df0-742f58318aaa;COMMERCIAL_ACTIVITIES_IN_OCCUPIED_TERRITORIES_NEGATIVE_CONDUCT_S_TIER_3;;;a48f7787-9ca5-4c56-8221-999518929ab4;COMMERCIAL ACTIVITIES IN OCCUPIED TERRITORIES;Commercial Activities in Occupied Territories;NEGATIVE;CONDUCT;S;TIER_3;flags;1
flag;cffd6c32-3f17-40b6-ad6e-5f3f518e70e8;COMMITMENT_TO_ACHIEVING_GENDER_DIVERSITY_-_EMPLOYEES_POSITIVE_CONDUCT_S_TIER_3;;;bdd2d419-e465-4dd6-8323-5d231e367231;COMMITMENT TO ACHIEVING GENDER DIVERSITY - EMPLOYEES;Commitment to Achieving Gender Diversity - Employees;POSITIVE;CONDUCT;S;TIER_3;flags;1
flag;c0823cdd-1842-43d3-a52b-a460fc51f745;COMMITMENT_TO_BIODIVERSITY_CONSERVATION_POSITIVE_CONDUCT_E_TIER_3;;;e5ad9478-2e2d-46d1-86f9-69d97c5d543e;COMMITMENT TO BIODIVERSITY CONSERVATION;Commitment to Biodiversity Conservation;POSITIVE;CONDUCT;E;TIER_3;flags;1
flag;454bb8b7-64b1-4f32-9a3b-b2da33a23079;COMMITMENT_TO_ILO_CONVENTIONS_POSITIVE_CONDUCT_S_TIER_4;;;028b1daa-e942-4d7b-b45c-72e6d4c6a833;COMMITMENT TO ILO CONVENTIONS;Commitment to ILO Conventions;POSITIVE;CONDUCT;S;TIER_4;flags;1
flag;a67bbf06-48d5-46e8-a87d-51fbdf0f0778;COMMITMENT_TO_UNGP_PRINCIPLES_OR_OECD_GUIDELINES_POSITIVE_CONDUCT_S_TIER_4;;;028b1daa-e942-4d7b-b45c-72e6d4c6a833;COMMITMENT TO UNGP PRINCIPLES OR OECD GUIDELINES;Commitment to UNGP Principles or OECD Guidelines;POSITIVE;CONDUCT;S;TIER_4;flags;1
flag;3eb28724-bcfd-4c97-9bd8-d2ee1adf9a62;CONSTRUCTION_OF_CRITICAL_INFRASTRUCTURE_POSITIVE_PRODUCT_S_TIER_3;;;4211ff06-e52f-4bc6-a31e-c3d5fbcdaab0;CONSTRUCTION OF CRITICAL INFRASTRUCTURE;Construction of Critical Infrastructure;POSITIVE;PRODUCT;S;TIER_3;flags;0
flag;a1ef0c9c-0d00-40b3-acfd-ff0f9518f7aa;CONTESTED_ACTIVITIES_CONTESTED_PRODUCT_PLUS_TIER_2;;;83e060f1-4a42-4048-905d-e25cf0802391;CONTESTED ACTIVITIES;Contested Activities;CONTESTED;PRODUCT;PLUS;TIER_2;flags;1
flag;c13a7dbc-513e-4eb8-9096-aa3be73b31ad;CONTROVERSIAL_ACTIVITIES_NEGATIVE_PRODUCT_PLUS_TIER_2;;;25e7ec26-e0d3-4759-98d7-d9e85188fcaf;CONTROVERSIAL ACTIVITIES;Controversial Activities;NEGATIVE;PRODUCT;PLUS;TIER_2;flags;1
flag;0eac4cee-bdf1-4206-9f76-36df05290596;CONTROVERSIAL_WEAPONS_NEGATIVE_PRODUCT_PLUS_TIER_4;;;a0997998-7c6d-40f2-ab28-1447a8c973e3;CONTROVERSIAL WEAPONS;Controversial Weapons;NEGATIVE;PRODUCT;PLUS;TIER_4;flags;1
flag;066f1ab2-b362-4362-b302-70f029d89abf;CONVENTIONAL_WEAPONS_NEGATIVE_PRODUCT_PLUS_TIER_4;;;a0997998-7c6d-40f2-ab28-1447a8c973e3;CONVENTIONAL WEAPONS;Conventional Weapons;NEGATIVE;PRODUCT;PLUS;TIER_4;flags;1
flag;b37672c2-3dd2-4be0-83ac-e70a1f9c56bf;COTTON_PRODUCTION_NEGATIVE_PRODUCT_E_TIER_3;;;ad4d4754-a615-44e8-82df-20f981e7d619;COTTON PRODUCTION;Cotton Production;NEGATIVE;PRODUCT;E;TIER_3;flags;0
flag;8477f575-800b-4b4f-8aa1-23e5523d0580;CRYPTOCURRENCY_MINING_&_EXCHANGE_NEGATIVE_PRODUCT_E_TIER_3;;;4058a5d2-b335-46a2-bdcd-359b49659b51;CRYPTOCURRENCY MINING & EXCHANGE;Cryptocurrency Mining & Exchange;NEGATIVE;PRODUCT;E;TIER_3;flags;0
flag;8ae69cd2-d2a8-412a-8fb2-6d039beb921e;DATACENTRES_NEGATIVE_PRODUCT_E_TIER_3;;;4058a5d2-b335-46a2-bdcd-359b49659b51;DATACENTRES;Datacentres;NEGATIVE;PRODUCT;E;TIER_3;flags;0
flag;a0997998-7c6d-40f2-ab28-1447a8c973e3;DEFENCE,_WEAPONS_&_MILITARY_TECHNOLOGY_NEGATIVE_PRODUCT_PLUS_TIER_3;;;c13a7dbc-513e-4eb8-9096-aa3be73b31ad;DEFENCE, WEAPONS & MILITARY TECHNOLOGY;Defence, Weapons & Military Technology;NEGATIVE;PRODUCT;PLUS;TIER_3;flags;1
flag;6c03815b-0dbd-41d1-9da6-f6a1868722c6;DEFORESTATION_&_CONVERSION_FREE_SUPPLIER_POLICY_POSITIVE_CONDUCT_E_TIER_4;;;017c5003-a659-4ce5-93dd-d92763c36878;DEFORESTATION & CONVERSION FREE SUPPLIER POLICY;Deforestation & Conversion Free Supplier Policy;POSITIVE;CONDUCT;E;TIER_4;flags;1
flag;29dba397-7409-4c0d-87d1-ac2f79c5eb90;DIGESTIVE_THERAPEUTICS_POSITIVE_PRODUCT_S_TIER_4;;;5b629bec-f45c-4345-831c-ab960256e87f;DIGESTIVE THERAPEUTICS;Digestive Therapeutics;POSITIVE;PRODUCT;S;TIER_4;flags;1
flag;557ee747-8d28-4bf9-9ca5-c76716c5550d;EFFICIENT_LIGHTING_POSITIVE_PRODUCT_E_TIER_3;;;22c018fe-8c54-4b6b-ab63-269a947470dc;EFFICIENT LIGHTING;Efficient Lighting;POSITIVE;PRODUCT;E;TIER_3;flags;1
flag;b2773ca6-ecf6-4743-8e84-199cf43d4a09;ELECTRIC_AND_HYBRID_VEHICLES_POSITIVE_PRODUCT_E_TIER_3;;;05b633d7-27f6-4f2a-94e4-81d4801880a6;ELECTRIC AND HYBRID VEHICLES;Electric and Hybrid Vehicles;POSITIVE;PRODUCT;E;TIER_3;flags;1
flag;22c018fe-8c54-4b6b-ab63-269a947470dc;ENERGY_EFFICIENCY_ACTIVITIES_POSITIVE_PRODUCT_E_TIER_2;;;8477048d-a80e-4431-9436-4da22b6b3f87;ENERGY EFFICIENCY ACTIVITIES;Energy Efficiency Activities;POSITIVE;PRODUCT;E;TIER_2;flags;1
flag;d52a20da-7301-45f1-a054-cde028ce98b4;ENERGY_STORAGE_POSITIVE_PRODUCT_E_TIER_2;;;8477048d-a80e-4431-9436-4da22b6b3f87;ENERGY STORAGE;Energy Storage;POSITIVE;PRODUCT;E;TIER_2;flags;1
flag;5024d546-5df9-49c6-bcd0-50b37b8ec654;ENGAGEMENT_TARGET_FOR_CLIMATE_TRANSITION_NEGATIVE_CONDUCT_E_TIER_2;;;ab8b8843-2be5-4bc7-bf0b-0c00d1766e7b;ENGAGEMENT TARGET FOR CLIMATE TRANSITION;Engagement Target for Climate Transition;NEGATIVE;CONDUCT;E;TIER_2;flags;1
flag;43e98cf5-da30-4959-bedb-24812e284afb;ENGAGING_IN_PALM_OIL_CERTIFICATIONS_&_MEMBERSHIPS_POSITIVE_CONDUCT_PLUS_TIER_3;;;7a9f7397-24b8-4c0d-b68d-3868bffe6dff;ENGAGING IN PALM OIL CERTIFICATIONS & MEMBERSHIPS;Engaging in Palm Oil Certifications & Memberships;POSITIVE;CONDUCT;PLUS;TIER_3;flags;1
flag;83c917e7-4f9c-4937-a0cc-b11f3512dd78;ENGAGING_IN_SECTOR_CERTIFICATIONS_&_MEMBERSHIPS_POSITIVE_CONDUCT_PLUS_TIER_2;;;ec8fd9e7-b71c-48ef-a98f-0496628fd33a;ENGAGING IN SECTOR CERTIFICATIONS & MEMBERSHIPS;Engaging in Sector Certifications & Memberships;POSITIVE;CONDUCT;PLUS;TIER_2;flags;0
